,120,486ÏStarting BagTest Fixture!

********************************************************
maxOpenPos: 35
closePos: 435
********************************************************
6103,0,-607,0.00,-206,0.00,1,100,551
6107,0,-607,100.00,-202,0.00,1,100,544
6110,0,-524,100.00,-198,0.00,1,100,511
6114,0,-607,100.00,-194,0.00,1,100,483
6118,0,-676,100.00,-190,0.00,1,100,417
6121,0,-607,100.00,-186,0.00,1,100,460
6125,0,-607,100.00,-182,0.00,1,100,504
6129,154,-607,100.00,-178,0.00,1,100,556
6133,0,-524,100.00,-174,0.00,1,100,548
6136,0,-607,100.00,-171,0.00,1,100,519
6140,0,-607,100.00,-167,0.00,1,100,508
6145,0,-524,100.00,-162,0.00,1,100,478
6149,0,-524,100.00,-158,0.00,1,100,444
6152,0,-607,100.00,-154,0.00,1,100,429
6156,0,-607,100.00,-150,0.00,1,100,457
6160,0,-607,100.00,-146,0.00,1,100,486
6164,0,-524,100.00,-142,0.00,1,100,528
6168,0,-607,100.00,-138,0.00,1,100,557
6171,0,-759,100.00,-134,0.00,1,100,547
6175,167,-828,100.00,-130,0.00,1,100,542
6179,0,-759,100.00,-126,0.00,1,100,522
6183,0,-759,100.00,-122,0.00,1,100,494
6187,-302,-676,100.00,-118,0.00,1,100,467
6191,0,-676,100.00,-114,0.00,1,100,430
6195,416,-759,100.00,-110,0.00,1,100,423
6199,440,-759,100.00,-105,0.00,1,100,441
6203,0,-759,100.00,-101,0.00,1,100,453
6207,0,-676,100.00,-97,0.00,1,100,516
6210,0,-676,100.00,-93,0.00,1,100,559
6214,0,-759,100.00,-89,0.00,1,100,543
6218,0,-759,100.00,-85,0.00,1,100,531
6222,154,-759,100.00,-81,0.00,1,100,514
6226,0,-759,100.00,-77,0.00,1,100,490
6230,0,-676,100.00,-73,0.00,1,100,437
6234,0,-759,100.00,-69,0.00,1,100,454
6238,0,-759,100.00,-65,0.00,1,100,499
6241,142,-524,100.00,-61,0.00,1,100,528
6245,0,-759,100.00,-57,0.00,1,100,558
6249,0,-759,100.00,-53,0.00,1,100,540
6253,0,-676,100.00,-49,0.00,1,100,526
6256,0,-676,100.00,-45,0.00,1,100,496
6260,0,-759,100.00,-41,0.00,1,100,462
6264,0,-676,100.00,-37,0.00,1,100,431
6268,0,-759,100.00,-33,0.00,1,100,464
6272,0,-676,100.00,-29,0.00,1,100,499
6276,0,-759,100.00,-25,0.00,1,100,556
6280,0,-759,100.00,-21,0.00,1,100,544
6284,0,-759,100.00,-17,0.00,1,100,515
6287,0,-676,100.00,-13,0.00,1,100,478
6291,217,-607,100.00,-9,0.00,1,100,432
6295,463,-676,100.00,-5,0.00,1,100,443
6299,343,-676,100.00,-1,0.00,1,100,462
6302,0,-607,100.00,3,0.00,1,100,513
6306,0,-607,100.00,7,0.00,1,100,556
6310,0,-607,100.00,11,0.00,1,100,543
6313,255,-607,100.00,15,0.00,1,100,531
6318,573,-607,100.00,20,0.00,1,100,524
6322,633,-455,100.00,24,0.00,1,100,505
6326,403,-607,100.00,28,0.00,1,100,488
6330,330,-455,100.00,32,0.00,1,100,441
6334,367,-455,100.00,36,0.00,1,100,449
6337,-1183,-455,100.00,40,0.00,1,100,454
6341,3181,-386,100.00,44,0.00,1,100,471
6345,-2712,-386,100.00,48,0.00,1,100,480
6349,-1076,-524,100.00,52,0.00,1,100,500
6353,537,-151,100.00,56,0.00,1,100,525
6358,7270,289,100.00,60,0.00,1,100,561
6362,7360,814,100.00,64,0.00,1,100,558
6366,2196,1338,100.00,68,0.00,1,100,553
6370,-1581,1407,100.00,73,0.00,1,100,554
6373,-2670,1642,100.00,77,0.00,1,100,548
6377,-2573,2014,100.00,81,0.00,1,100,549
6381,2048,2014,100.00,85,0.00,1,100,530
6385,2827,2539,100.00,89,0.00,1,100,532
6389,3524,2911,100.00,93,0.00,1,100,520
6393,4119,3215,100.00,97,0.00,1,100,520
6397,3348,3588,100.00,101,0.00,1,100,511
6402,2912,3822,100.00,105,0.00,1,100,522
6406,2599,4416,100.00,109,0.00,1,100,516
6410,1989,4719,100.00,113,0.00,1,100,524
6414,2907,5092,100.00,117,0.00,1,100,526
6418,3469,5547,100.00,121,0.00,1,100,523
6422,3863,6003,100.00,126,0.00,1,100,525
6426,3573,6375,100.00,130,0.00,1,100,520
6430,3315,6900,100.00,134,0.00,1,100,516
6434,3144,7355,100.00,137,0.00,1,100,500
6438,3186,7797,100.00,141,0.00,1,100,504
6443,3272,7879,100.00,145,0.00,1,100,507
6447,3777,8556,100.00,149,0.00,1,100,500
6451,4287,9080,100.00,153,0.00,1,100,507
6455,4759,9687,100.00,156,0.00,1,100,508
6459,4808,9977,100.00,160,0.00,1,100,501
6463,4563,10584,100.00,164,0.00,1,100,514
6467,4666,11109,100.00,168,0.00,1,100,516
6471,4715,11633,100.00,172,0.00,1,100,520
6475,5441,12088,100.00,175,0.00,1,100,528
6479,6468,12461,100.00,179,0.00,1,100,522
6483,6733,13220,100.00,183,0.00,1,100,510
6488,5428,13896,100.00,186,0.00,1,100,521
6492,5353,14269,100.00,190,0.00,1,100,529
6496,4863,14862,100.00,193,0.00,1,100,525
6500,6207,15249,100.00,197,0.00,1,100,528
6504,7870,15249,100.00,200,0.00,1,100,532
6508,12693,13662,100.00,204,0.00,1,100,538
6512,20626,14793,100.00,208,0.00,1,100,538
6516,22043,15318,100.00,211,0.00,1,100,539
6520,22570,14421,100.00,214,0.00,1,100,507
6524,24027,15469,100.00,218,0.00,1,100,474
6529,22589,15994,100.00,221,0.00,1,100,480
6533,23136,15249,100.00,225,0.00,1,100,466
6537,22596,15994,100.00,228,0.00,1,100,451
6541,21754,15538,100.00,231,0.00,1,100,435
6546,22745,15690,100.00,235,0.00,1,100,414
6550,22987,16297,100.00,238,0.00,1,100,393
6554,23044,15925,100.00,241,0.00,1,100,429
6558,23883,15994,100.00,245,0.00,1,100,454
6562,24167,16449,100.00,248,0.00,1,100,474
6566,23838,16670,100.00,251,0.00,1,100,486
6571,23512,16518,100.00,254,0.00,1,100,500
