
195619,-7534.00,1031.33,100.00,791,22.61
195689,-23895.00,1031.33,100.00,589,22.61
195759,5730.00,992.92,100.00,387,22.61
195827,-7793.00,993.41,100.00,186,22.61
195897,-12505.00,993.37,100.00,129,22.61
195965,-2693.00,993.37,100.00,128,22.61
196034,-3026.00,994.08,100.00,128,22.61
196103,-2923.00,993.70,100.00,128,22.61
196171,-2933.00,993.70,100.00,128,22.61
196240,-2869.00,993.33,100.00,128,22.61
196308,-2674.00,993.02,100.00,128,22.62
196377,-2437.00,992.70,100.00,128,22.62
196446,-2163.00,992.70,100.00,128,22.62
196514,-2070.00,992.44,100.00,128,22.62
196583,-1717.00,992.19,100.00,128,22.62
196652,-1583.00,992.19,100.00,128,22.62
196720,-1379.00,991.96,100.00,128,22.61
196789,-1355.00,991.75,100.00,128,22.62
196857,-1208.00,991.58,100.00,128,22.61
196926,-1136.00,991.58,100.00,128,22.61
196995,-1136.00,991.36,100.00,128,22.61
197063,-1006.00,991.21,100.00,128,22.62
197132,-879.00,991.21,100.00,128,22.62
197200,-798.00,991.04,100.00,261,22.62
197269,-774.00,990.88,100.00,453,22.62
197339,5547.00,990.82,100.00,640,22.62
197407,19273.00,990.83,100.00,787,22.62
197477,51362.00,1007.95,100.00,887,22.62
197545,8381.00,1029.09,100.00,747,22.62
197615,-2640.00,1029.09,100.00,545,22.62
197684,8617.00,993.89,100.00,343,22.62
197753,1174.00,993.85,100.00,141,22.62
197822,-3466.00,994.33,100.00,83,22.62
197890,-2958.00,994.33,100.00,83,22.62
197956,-2923.00,993.92,100.00,83,22.62
198024,-2869.00,993.54,100.00,83,22.62
198090,-2913.00,993.54,100.00,83,22.62
198158,-2815.00,993.16,100.00,83,22.62
198224,-2601.00,992.87,100.00,83,22.62
198292,-2287.00,992.87,100.00,83,22.62
198359,-2194.00,992.60,100.00,83,22.62
198426,-2011.00,992.31,100.00,83,22.62
198493,-1969.00,992.31,100.00,83,22.62
198560,-1649.00,992.07,100.00,83,22.63
198627,-1519.00,991.88,100.00,83,22.62
198694,-1367.00,991.66,100.00,83,22.62
198761,-1269.00,991.66,100.00,83,22.62
198829,-1244.00,991.48,100.00,83,22.62
198895,-1124.00,991.30,100.00,83,22.63
198963,-1029.00,991.30,100.00,83,22.63
199029,-937.00,991.12,100.00,83,22.63
199097,-517.00,990.97,100.00,212,22.63
199165,-821.00,990.97,100.00,405,22.63
199235,1698.00,990.84,100.00,597,22.62
199304,21043.00,990.85,100.00,757,22.63
199373,48715.00,1014.77,100.00,867,22.63
199442,46562.00,1014.77,100.00,939,22.63
199512,-6681.00,1031.63,100.00,791,22.63
199580,-20696.00,993.47,100.00,588,22.63
199650,-6634.00,993.47,100.00,387,22.63
199719,2756.00,992.56,100.00,185,22.63
199788,-6934.00,993.35,100.00,127,22.63
199857,2569.00,992.80,100.00,126,22.63
199925,-2592.00,992.80,100.00,126,22.63
199994,-3371.00,993.95,100.00,126,22.63
200062,-3142.00,993.64,100.00,126,22.64
200131,-2977.00,993.64,100.00,126,22.64
200200,-2840.00,993.26,100.00,126,22.63
200268,-2679.00,992.96,100.00,126,22.64
200337,-2437.00,992.96,100.00,126,22.64
200406,-2437.00,992.65,100.00,126,22.64
200474,-2210.00,992.39,100.00,126,22.64
200543,-1911.00,992.13,100.00,126,22.64
200611,-1798.00,992.13,100.00,126,22.64
200680,-1532.00,991.94,100.00,126,22.63
200749,-1355.00,991.74,100.00,126,22.64
200817,-1269.00,991.74,100.00,126,22.64
200886,-1208.00,991.58,100.00,126,22.63
200954,-1077.00,991.36,100.00,126,22.64
201023,-1018.00,991.19,100.00,126,22.64
201092,-914.00,991.19,100.00,259,22.64
201161,-716.00,991.05,100.00,453,22.64
201230,3737.00,990.92,100.00,640,22.64
201299,33362.00,990.92,100.00,787,22.64
201368,47882.00,1001.39,100.00,887,22.64
201438,6844.00,1027.21,100.00,749,22.64
201506,-16615.00,995.71,100.00,546,22.64
201576,7411.00,995.71,100.00,344,22.64
201646,9801.00,993.84,100.00,142,22.64
201714,-3924.00,994.02,100.00,85,22.64
201781,-2811.00,994.02,100.00,84,22.64
201848,-3360.00,993.98,100.00,84,22.64
201915,-3061.00,993.56,100.00,84,22.64
201982,-2933.00,993.56,100.00,84,22.64
202049,-2821.00,993.21,100.00,84,22.64
202117,-2645.00,992.90,100.00,84,22.65
202183,-2386.00,992.62,100.00,84,22.65
202251,-2163.00,992.62,100.00,84,22.65
202317,-1911.00,992.35,100.00,84,22.64
202385,-1940.00,992.11,100.00,84,22.65
202451,-1557.00,992.11,100.00,84,22.65
202518,-1404.00,991.90,100.00,84,22.65
202586,-1330.00,991.69,100.00,84,22.65
202652,-1172.00,991.69,100.00,84,22.65
202720,-1101.00,991.50,100.00,84,22.65
202786,-1029.00,991.31,100.00,84,22.65
202854,-984.00,991.16,100.00,84,22.65
202920,-914.00,991.17,100.00,84,22.65
202988,-482.00,990.99,100.00,212,22.65
203057,-751.00,990.87,100.00,405,22.65
203126,1449.00,990.87,100.00,597,22.65
203195,6749.00,990.83,100.00,757,22.65
203265,47561.00,1008.48,100.00,867,22.65
203333,41955.00,1008.48,100.00,941,22.65
203402,-5524.00,1030.39,100.00,793,22.65
203471,-21521.00,994.94,100.00,590,22.65
203541,0.00,992.72,100.00,387,22.64
203610,2987.00,992.72,100.00,186,22.64
203678,-13374.00,993.37,100.00,129,22.65
203747,6892.00,992.47,100.00,129,22.65
203815,-2702.00,992.47,100.00,129,22.65
203884,-3112.00,993.96,100.00,129,22.65
203953,-3224.00,993.68,100.00,129,22.65
204021,-2943.00,993.29,100.00,129,22.65
204090,-2879.00,993.29,100.00,129,22.65
204158,-2674.00,993.01,100.00,129,22.65
204227,-2665.00,992.71,100.00,129,22.65
204296,-2370.00,992.71,100.00,129,22.65
204364,-2210.00,992.46,100.00,129,22.65
