7,878,92þStarting BagTest Fixture!

********************************************************
maxOpenPos: 37
closePos: 437
********************************************************
6146,0,8473,-203,1,120,516,0.00
6149,-339,8404,-199,1,120,473,0.00
6152,0,8321,-194,1,120,530,-0.02
6155,256,8321,-190,1,120,452,-0.02
6158,142,8321,-186,1,120,549,-0.01
6161,0,8404,-182,1,120,438,-0.00
6164,154,8404,-178,1,120,565,-0.00
6167,281,8404,-174,1,120,477,0.00
6171,0,8321,-170,1,120,513,0.02
6174,0,8321,-166,1,120,488,0.02
6177,0,8321,-162,1,120,509,0.02
6180,256,8321,-158,1,120,501,0.02
6183,625,8556,-153,1,120,463,0.03
6187,293,8321,-149,1,120,548,0.06
6190,0,8404,-145,1,120,425,0.09
6193,0,8404,-141,1,120,561,0.09
6196,0,8473,-137,1,120,438,0.09
6199,154,8473,-132,1,120,521,0.09
6203,0,8473,-128,1,120,510,0.10
6206,0,8321,-124,1,120,484,0.10
6209,0,8473,-120,1,120,526,0.10
6212,0,8404,-116,1,120,466,0.10
6215,0,8404,-112,1,120,535,0.10
6218,281,8404,-108,1,120,438,0.10
6221,466,8473,-104,1,120,567,0.11
6224,674,8473,-99,1,120,483,0.14
6228,504,8473,-95,1,120,476,0.17
6232,0,8473,-91,1,120,511,0.20
6235,-340,8473,-87,1,120,470,0.20
6238,0,8473,-82,1,120,542,0.19
6241,0,8473,-78,1,120,449,0.19
6244,0,8404,-74,1,120,548,0.19
6247,154,8473,-70,1,120,438,0.19
6250,230,8556,-66,1,120,547,0.20
6253,306,8321,-62,1,120,496,0.21
6256,268,8404,-57,1,120,461,0.22
6260,306,8473,-53,1,120,544,0.24
6263,218,8473,-49,1,120,430,0.25
6266,218,8473,-45,1,120,534,0.27
6269,168,8473,-40,1,120,499,0.28
6273,0,8473,-36,1,120,483,0.29
6276,0,8404,-32,1,120,509,0.29
6279,0,8473,-28,1,120,498,0.29
6282,0,8404,-24,1,120,509,0.29
6285,0,8473,-20,1,120,486,0.29
6288,0,8556,-16,1,120,517,0.29
6291,193,8556,-12,1,120,466,0.29
6294,318,8404,-8,1,120,540,0.30
6298,345,8404,-4,1,120,432,0.32
6301,306,8404,0,1,120,557,0.33
6304,293,8404,4,1,120,436,0.35
6307,243,8473,8,1,120,525,0.37
6310,205,8473,12,1,120,509,0.38
6313,0,8556,17,1,120,478,0.39
6317,0,8473,21,1,120,525,0.39
6320,0,8473,24,1,120,469,0.39
6323,0,8404,28,1,120,532,0.39
6326,0,8404,32,1,120,465,0.39
6329,-364,8404,36,1,120,530,0.39
6332,-352,8404,40,1,120,437,0.37
6336,0,8473,45,1,120,551,0.35
6339,565,8321,49,1,120,421,0.35
6342,686,8404,53,1,120,548,0.38
6345,686,8404,57,1,120,491,0.42
6348,-352,8473,61,1,120,476,0.46
6351,-279,8404,65,1,120,545,0.44
6354,0,8473,70,1,120,440,0.43
6359,0,8404,74,1,120,557,0.43
6362,-579,8404,77,1,120,424,0.43
6365,-1364,8404,82,1,120,510,0.40
6368,861,8404,86,1,120,512,0.31
6371,418,8473,90,1,120,448,0.35
6374,1204,8321,94,1,120,550,0.37
6378,686,8404,98,1,120,440,0.44
6381,-2025,8404,102,1,120,503,0.47
6384,345,8473,107,1,120,525,0.37
6387,-303,8473,111,1,120,425,0.39
6390,0,8473,115,1,120,555,0.38
6393,-674,8404,119,1,120,442,0.38
6397,-279,8473,123,1,120,494,0.34
6401,-884,8473,127,1,120,530,0.33
6404,-315,8473,131,1,120,438,0.25
6407,293,8404,135,1,120,560,0.24
6411,-872,8473,139,1,120,489,0.25
6414,-674,8473,143,1,120,457,0.21
6417,-2419,8473,147,1,120,545,0.17
6420,-1252,8473,151,1,120,476,0.04
6424,-2702,8556,156,1,120,464,-0.02
6427,-2025,8556,159,1,120,533,-0.15
6430,-2319,8556,163,1,120,412,-0.29
6433,-3404,8625,167,1,120,496,-0.40
6437,-3735,8473,171,1,120,532,-0.57
6440,2938,8473,176,1,120,427,-0.82
6444,2595,8625,180,1,120,510,-0.63
6448,2810,8556,184,1,120,516,-0.50
6451,0,8707,187,1,120,446,-0.31
6454,-6560,8859,191,1,120,551,-0.31
6457,-9206,10363,195,1,120,479,-0.64
6461,-15792,10129,199,1,120,443,-1.10
6464,-15007,11329,203,1,120,528,-2.15
6467,-16648,11481,207,1,120,518,-2.90
6471,-17702,11868,211,1,120,412,-3.73
6474,-18222,12309,215,1,120,488,-4.91
6478,-20130,12240,219,1,120,536,-5.83
6481,-20208,12916,222,1,120,456,-7.17
6484,-20208,12916,226,1,120,451,-8.18
6489,-21773,12916,230,1,120,552,-9.53
6492,-21784,13137,234,1,120,494,-10.98
6496,-22654,13289,238,1,120,428,-12.07
6499,-22556,13813,242,1,120,475,-13.58
6503,-23135,13896,245,1,120,532,-14.70
6506,-23400,14338,249,1,120,484,-16.25
6510,-23691,14117,253,1,120,419,-17.42
6513,-24316,14572,257,1,120,488,-19.00
6516,-24392,14945,261,1,120,535,-20.21
6520,-25106,14724,264,1,120,458,-21.84
6523,-25419,15249,268,1,120,436,-23.09
6528,-24310,15249,272,1,120,517,-24.36
6531,-24888,15318,276,1,120,514,-26.39
6535,-24129,15690,279,1,120,440,-27.63
6538,-23862,15690,283,1,120,442,-29.24
6542,-24392,16146,287,1,120,547,-30.44
6545,-24280,16449,290,1,120,507,-32.06
6549,-23829,16449,294,1,120,428,-33.28
6552,-24171,16753,297,1,120,443,-34.86
6556,-24259,16905,301,1,120,536,-36.07
6559,-24618,17043,305,1,120,495,-37.69
6563,-24983,17194,308,1,120,415,-38.92
6566,-26519,17125,312,1,120,455,-40.59
6569,-27015,17498,315,1,120,529,-41.91
6574,-27728,17953,319,1,120,486,-43.71
6577,-25926,17953,322,1,120,423,-45.56
6581,-26041,18174,325,1,120,477,-46.86
6584,-27233,18630,329,1,120,524,-48.59
6588,-28387,18630,332,1,120,450,-49.96
6591,-28534,18781,335,1,120,427,-51.85
6595,-27782,19002,339,1,120,500,-53.28
6598,-27861,19223,342,1,120,517,-55.13
6602,-29134,19458,345,1,120,438,-56.52
6605,-29170,19609,349,1,120,417,-58.46
6608,-29333,19678,352,1,120,515,-59.92
6612,-29409,20134,355,1,120,505,-61.88
6616,-29739,20203,358,1,120,432,-63.84
6620,-29632,20355,361,1,120,437,-65.32
6623,-30212,20506,365,1,120,533,-67.30
6627,-30561,20658,368,1,120,501,-68.81
6630,-30561,20658,371,1,120,392,-70.85
6634,-30987,21265,374,1,120,437,-72.38
6637,-30348,21265,377,1,120,529,-74.44
6641,-30359,21486,380,1,120,478,-75.96
6644,-31345,21638,383,1,120,395,-77.98
6648,-31702,21790,386,1,120,449,-79.55
6651,-31464,22011,388,1,120,519,-81.66
6656,-30547,22080,391,1,120,470,-83.24
6659,-30746,22383,394,1,120,410,-85.78
6662,-31545,22314,397,1,120,477,-87.32
6666,-31065,22383,400,1,120,509,-88.90
6669,-31379,22618,403,1,120,448,-90.97
6673,-32123,22770,406,1,120,419,-92.54
6676,-32388,22839,408,1,120,495,-94.68
6680,-32365,22908,411,1,120,498,-96.30
6683,-32756,23059,414,1,120,419,-98.46
6687,-33055,23363,417,1,120,426,-100.09
6690,-33423,23584,420,1,120,510,-102.30
6694,-32653,23667,422,1,120,494,-103.97
6697,-32771,23584,425,1,120,425,-106.15
6702,-33411,24039,428,1,120,427,-108.33
6705,-33047,23887,431,1,120,500,-110.56
6709,-32983,24122,433,1,120,493,-112.21
6712,-33013,24260,436,1,120,429,-114.41
6716,-33607,24495,439,1,120,407,-116.06
6719,-33219,24564,441,1,120,484,-118.30
6723,-31794,24564,444,1,120,492,-119.96
6726,-32990,24715,447,1,120,434,-122.08
6730,-32892,24950,449,1,120,400,-123.73
6733,-33453,24867,452,1,120,468,-125.92
6737,-34145,25088,454,1,120,505,-127.60
6740,-34260,25392,457,1,120,451,-129.87
6745,-32968,25240,460,1,120,410,-132.16
6748,-32684,25323,462,1,120,473,-134.35
6752,-33972,25626,464,1,120,504,-135.99
6755,-32922,25764,467,1,120,448,-138.25
6759,-32619,25916,469,1,120,387,-139.90
6762,-32240,25999,472,1,120,450,-142.07
6766,-33875,26068,474,1,120,504,-143.69
6769,-32873,25999,476,1,120,451,-145.94
6773,-32873,26068,479,1,120,394,-147.59
6776,-34170,26068,481,1,120,447,-149.78
6780,-33141,26220,483,1,120,501,-151.49
6784,-33685,26371,486,1,120,454,-153.70
6788,-34189,26302,488,1,120,394,-155.94
6791,-34435,26371,490,1,120,450,-158.22
6795,-33941,26440,492,1,120,502,-159.94
6798,-33346,26523,494,1,120,448,-162.21
6802,-33610,26592,496,1,120,375,-163.87
6805,-33821,26592,499,1,120,433,-166.11
6809,-33945,26675,501,1,120,503,-167.81
6812,-33806,26744,503,1,120,461,-170.07
6816,-32781,26896,505,1,120,373,-171.76
6819,-32386,26744,507,1,120,429,-173.94
6823,-32876,27048,509,1,120,508,-175.56
6827,-33186,26979,511,1,120,462,-177.75
6831,-33489,27130,513,1,120,370,-179.97
6834,-33903,27351,516,1,120,424,-182.20
6838,-33900,27572,517,1,120,503,-183.90
6841,-33301,27351,520,1,120,468,-186.16
6845,-33031,27420,521,1,120,391,-187.82
6848,-32652,27351,523,1,120,413,-190.02
6852,-32838,27420,525,1,120,495,-191.65
6855,-32747,27572,527,1,120,473,-193.84
6859,-32565,27503,529,1,120,395,-195.48
6862,-32045,27572,531,1,120,391,-197.65
6866,-33156,27503,532,1,120,474,-199.25
6870,-32061,27572,534,1,120,473,-201.46
6874,-32068,27572,536,1,120,415,-203.60
6877,-32906,27724,537,1,120,389,-205.74
6881,-32962,27572,539,1,120,460,-207.39
6884,-32697,27420,540,1,120,477,-209.58
6888,-31877,27503,542,1,120,413,-211.22
6891,-31216,27420,544,1,120,391,-213.34
6895,-31071,27503,545,1,120,439,-214.90
6898,-31881,27351,547,1,120,484,-216.98
6902,-31693,27351,548,1,120,425,-218.57
6905,-30119,27268,550,1,120,376,-220.68
6909,-29449,27130,551,1,120,438,-222.19
6913,-30052,27130,553,1,120,491,-224.64
6917,-30814,26979,554,1,120,435,-226.14
6920,-30814,26979,556,1,120,360,-228.20
6924,-29608,26896,558,1,120,429,-229.74
6927,-29692,26979,559,1,120,488,-231.71
6931,-28944,26979,561,1,120,443,-233.20
6934,-29477,27048,562,1,120,368,-235.13
6938,-29759,27130,564,1,120,414,-236.60
6941,-29373,27268,566,1,120,494,-238.59
6945,-29188,27268,567,1,120,443,-240.05
6948,-29688,27268,569,1,120,374,-242.00
6952,-29823,27351,570,1,120,415,-243.48
6956,-29996,27503,572,1,120,497,-245.97
6960,-30064,27420,573,1,120,446,-247.47
6963,-29847,27503,575,1,120,366,-249.47
6967,-29870,27572,576,1,120,402,-250.97
6970,-29057,27572,578,1,120,498,-252.96
6974,-27990,27655,579,1,120,458,-254.41
6977,-28118,27503,581,1,120,374,-256.28
6981,-28725,27572,582,1,120,396,-257.68
6984,-29114,27503,584,1,120,483,-259.60
6988,-29142,27420,585,1,120,459,-261.05
6991,-28591,27420,586,1,120,396,-263.00
6995,-28346,27420,588,1,120,384,-264.43
6999,-28456,27572,589,1,120,463,-266.79
7003,-28611,27655,591,1,120,469,-268.21
7006,-28948,27572,592,1,120,401,-270.12
7010,-29373,27572,593,1,120,383,-271.57
7013,-29373,27655,595,1,120,454,-273.52
7017,-29009,27655,596,1,120,467,-274.99
7020,-28599,27724,597,1,120,412,-276.93
7024,-29345,27572,599,1,120,383,-278.36
